央视卫视,#genre#
广东卫视,http://tlivectfree-cdn.ysp.cctv.cn/96F25CC08143E09DD12EBA1270A192BE8334A435410297B825D969C5370ABF24045C587814B715635C3118D0D84E171BE085D3D8F9716D5D8E39D363B3D84ADC9D7431C81D9316C280324CFC2E98DD49188A4DD3BD71656B6ED6C9E7670F3C7718969C65006883F56E0CCE77F5F421ADF89DDD4400E1F1B953B8DCF993FC35ABE39972C0A1C14DEA46BA99286E4C27B6/2000292703.m3u8?from=player&svrtime=1647568254&pid=600001800&cdn=5505
深圳卫视,http://tlivectfree-cdn.ysp.cctv.cn/8A4858342A248FCCC119584D51D0CEC445291DEADA2F26DC7C992AA31A45560DEAC16A15478CD9739BB8D9EBC2B8C13325EBC6AA380443247A22FC292E81215FF302EB827B402E73D52B9E600844882FB8B68B37B22A20B40244D24AF35716896D57F0BB2CFF46D230BB52063A6F241655211DBA04049D1F081958648F78070F3C94CA822EACD7C959D16F363C68867F/2000292203.m3u8?from=player&svrtime=1647568218&pid=600001800&cdn=5505
湖南卫视,http://tlivectfree-cdn.ysp.cctv.cn/8DAB3E4B676537AF2C8D1B2BE44AE75649991F3F00877471E41B04D233CF921F4288E9DBE38435386155E971A7FB3386AA03630268990B7D265B6BDC49B441CE6B0392B19601F83EA3A4C57CD96976EA2111060D623929533EF197F556F4FEC5DC112379317CFA6620853FC545B6FBA6F5DBAE1A0C8E0217EE9E403AAF949FA096C31C929C964C24069AF97159437FF1/2000296203.m3u8?from=player&svrtime=1647568104&pid=600001800&cdn=5505
湖北卫视,http://tlivectfree-cdn.ysp.cctv.cn/0416A1A331F28259E6F9A22BE9C7A0D294826F3790D86B2913735A64340C9E5C56807C34B2BB8489A3EFDF6BC0B29136F1D42D17AF47225EBA115632E4AAD0D97BC25FCCE9EFCEA9A036983F40CAF47C1B1B188D2A45BA27EC7029468D898DBE65F94B3FF9732EF6B4D4A902FEF41916A8D3C79BC53B703D6EDA44ED46122359FC1AFF2507C7EC00233DA8DF28BB1DE0/2000294503.m3u8?from=player&svrtime=1647568326&pid=600001800&cdn=5505
江西卫视,http://iptv.tvfix.org/hls/jxhd.m3u8
江苏卫视,http://iptv.tvfix.org/hls/jshd.m3u8
东方卫视,http://iptv.tvfix.org/hls/dfhd.m3u8
浙江卫视,http://iptv.tvfix.org/hls/zjhd.m3u8
广东卫视,http://iptv.tvfix.org/hls/gdhd.m3u8
深圳卫视,http://iptv.tvfix.org/hls/szhd.m3u8
湖南卫视,http://iptv.tvfix.org/hls/hunanhd.m3u8
湖北卫视,http://iptv.tvfix.org/hls/hbhd.m3u8
江西卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231964/index.m3u8
江苏卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231447/index.m3u8
北京卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231732/index.m3u8
东方卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231738/index.m3u8
浙江卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229352/index.m3u8
广东卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231891/index.m3u8
湖南卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230206/index.m3u8
湖北卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231888/index.m3u8
欢笑剧场4K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230739/index.m3u8
芒果TV,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231273/index.m3u8
江西卫视,http://117.148.130.102/PLTV/88888888/224/3221231964/index.m3u8
江苏卫视,http://117.148.130.102/PLTV/88888888/224/3221231447/index.m3u8
北京卫视,http://117.148.130.102/PLTV/88888888/224/3221231732/index.m3u8
东方卫视,http://117.148.130.102/PLTV/88888888/224/3221231738/index.m3u8
浙江卫视,http://117.148.130.102/PLTV/88888888/224/3221229352/index.m3u8
广东卫视,http://117.148.130.102/PLTV/88888888/224/3221231891/index.m3u8
湖南卫视,http://117.148.130.102/PLTV/88888888/224/3221230206/index.m3u8
湖北卫视,http://117.148.130.102/PLTV/88888888/224/3221231888/index.m3u8
欢笑剧场4K,http://117.148.130.102/PLTV/88888888/224/3221230739/index.m3u8
芒果TV,http://117.148.130.102/PLTV/88888888/224/3221231273/index.m3u8
江苏卫视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225800/index.m3u8
北京卫视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225796/index.m3u8
东方卫视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226217/index.m3u8
浙江卫视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226199/index.m3u8
广东卫视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226216/index.m3u8
深圳卫视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
湖南卫视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226211/index.m3u8
湖北卫视,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/index.m3u8
全纪实,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226580/index.m3u8
欢笑剧场4K,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226582/index.m3u8
测试,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226352/index.m3u8
江西卫视,http://117.148.179.165:80/PLTV/88888888/224/3221231964/index.m3u8
江苏卫视,http://117.148.179.165:80/PLTV/88888888/224/3221231447/index.m3u8
北京卫视,http://117.148.179.165:80/PLTV/88888888/224/3221231732/index.m3u8
东方卫视,http://117.148.179.165:80/PLTV/88888888/224/3221231738/index.m3u8
浙江卫视,http://117.148.179.165:80/PLTV/88888888/224/3221229352/index.m3u8
广东卫视,http://117.148.179.165:80/PLTV/88888888/224/3221231891/index.m3u8
湖南卫视,http://117.148.179.165:80/PLTV/88888888/224/3221231729/index.m3u8
湖北卫视,http://117.148.179.165:80/PLTV/88888888/224/3221231888/index.m3u8
江西卫视,http://117.148.179.175:80/PLTV/88888888/224/3221231964/index.m3u8
江苏卫视,http://117.148.179.175:80/PLTV/88888888/224/3221231447/index.m3u8
北京卫视,http://117.148.179.175:80/PLTV/88888888/224/3221231732/index.m3u8
东方卫视,http://117.148.179.175:80/PLTV/88888888/224/3221231738/index.m3u8
浙江卫视,http://117.148.179.175:80/PLTV/88888888/224/3221229352/index.m3u8
广东卫视,http://117.148.179.175:80/PLTV/88888888/224/3221231891/index.m3u8
湖南卫视,http://117.148.179.175:80/PLTV/88888888/224/3221231729/index.m3u8
湖北卫视,http://117.148.179.175:80/PLTV/88888888/224/3221231888/index.m3u8
江西卫视,http://117.148.179.175/PLTV/88888888/224/3221231964/index.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
北京卫视,http://117.148.179.175/PLTV/88888888/224/3221231732/index.m3u8
东方卫视,http://117.148.179.175/PLTV/88888888/224/3221231738/index.m3u8
浙江卫视,http://117.148.179.175/PLTV/88888888/224/3221229352/index.m3u8
广东卫视,http://117.148.179.175/PLTV/88888888/224/3221231891/index.m3u8
湖南卫视,http://117.148.179.175/PLTV/88888888/224/3221231729/index.m3u8
湖北卫视,http://117.148.179.175/PLTV/88888888/224/3221231888/index.m3u8
江西卫视,http://39.134.116.30:8080/PLTV/88888888/224/3221225627/index.m3u8
江苏卫视,http://39.134.116.30:8080/PLTV/88888888/224/3221225743/index.m3u8
北京卫视,http://39.134.116.30:8080/PLTV/88888888/224/3221225674/index.m3u8
东方卫视,http://39.134.116.30:8080/PLTV/88888888/224/3221225659/index.m3u8
浙江卫视,http://39.134.116.30:8080/PLTV/88888888/224/3221225703/index.m3u8
广东卫视,http://39.134.116.30:8080/PLTV/88888888/224/3221225742/index.m3u8
深圳卫视,http://39.134.116.30:8080/PLTV/88888888/224/3221225741/index.m3u8
湖南卫视,http://39.134.116.30:8080/PLTV/88888888/224/3221225704/index.m3u8
湖北卫视,http://39.134.116.30:8080/PLTV/88888888/224/3221225699/index.m3u8
纯享4K,http://39.134.116.30:8080/PLTV/88888888/224/3221225786/index.m3u8
江西卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/jxwshd/4000000/mnf.m3u8
江苏卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/jswshd/4000000/mnf.m3u8
北京卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/bjwshd/4000000/mnf.m3u8
东方卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/hddfws/4000000/mnf.m3u8
浙江卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/zjwshd/4000000/mnf.m3u8
广东卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/gdwshd/4000000/mnf.m3u8
深圳卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/szwshd/4000000/mnf.m3u8
湖南卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/hnwshd/4000000/mnf.m3u8
湖北卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/hbwshd/4000000/mnf.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
江西卫视,http://111.40.196.27/PLTV/88888888/224/3221225560/index.m3u8
北京卫视,http://111.40.196.27/PLTV/88888888/224/3221225540/index.m3u8
东方卫视,http://111.40.196.30/PLTV/88888888/224/3221225509/index.m3u8
浙江卫视,http://111.40.196.27/PLTV/88888888/224/3221225538/index.m3u8
湖南卫视,http://111.40.196.27/PLTV/88888888/224/3221225594/index.m3u8
湖北卫视,http://111.40.196.27/PLTV/88888888/224/3221225654/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
江西卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-jiangxistv/1.m3u8
江苏卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-jiangsustv/.m3u8
北京卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-beijingstv/.m3u8
东方卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-dongfangstv/.m3u8
浙江卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-shenzhenstv/.m3u8
广东卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-guangdongstv/.m3u8
深圳卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-shenzhenstv/.m3u8
湖南卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-hunanstv/.m3u8
湖北卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-hubeistv/.m3u8
江西卫视,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
北京卫视,http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8
东方卫视,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8
广东卫视,http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8
湖北卫视,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
江西卫视,http://117.148.179.141/TVOD/88888888/224/3221231964/index.m3u8
江苏卫视,http://117.148.179.175/TVOD/88888888/224/3221231447/index.m3u8
北京卫视,http://117.148.179.168/TVOD/88888888/224/3221231732/index.m3u8
东方卫视,http://117.148.179.160/TVOD/88888888/224/3221231738/index.m3u8
广东卫视,http://117.148.179.141/TVOD/88888888/224/3221231891/index.m3u8
湖南卫视,http://117.148.179.172/TVOD/88888888/224/3221231729/index.m3u8
湖北卫视,http://117.148.179.142/TVOD/88888888/224/3221231888/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225705/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225743/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225674/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225658/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225744/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225742/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225741/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225745/index.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225740/index.m3u8
北京卫视,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?
北京新闻,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8?
江苏卫视,http://183.207.248.12/PLTV/3/224/3221227255/index.m3u8
北京卫视,http://183.207.248.37/PLTV/3/224/3221227246/index.m3u8
湖南卫视,http://183.207.248.11/PLTV/3/224/3221227191/index.m3u8
江西卫视,http://117.169.120.140:8080/live/hdjiangxistv/.m3u8
江苏卫视,http://117.169.120.140:8080/live/hdjiangsustv/.m3u8
北京卫视,http://117.169.120.140:8080/live/hdbeijingstv/.m3u8
东方卫视,http://117.169.120.140:8080/live/hddongfangstv/.m3u8
浙江卫视,http://117.169.120.140:8080/live/hdshenzhenstv/.m3u8
广东卫视,http://117.169.120.140:8080/live/hdguangdongstv/.m3u8
深圳卫视,http://117.169.120.140:8080/live/hdshenzhenstv/.m3u8
湖南卫视,http://117.169.120.140:8080/live/hdhunanstv/.m3u8
湖北卫视,http://117.169.120.140:8080/live/hdhubeistv/.m3u8
江西卫视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000098
江苏卫视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000085
北京卫视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000083
浙江卫视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000094
广东卫视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000092
深圳卫视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000100
湖南卫视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=420000008
江西卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225746/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225702/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225674/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225659/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225744/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225742/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225741/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888888/224/3221225745/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888888/224/3221225786/index.m3u8
广东卫视,http://183.207.249.35/PLTV/3/224/3221227249/index.m3u8
深圳卫视,http://183.207.249.35/PLTV/3/224/3221227217/index.m3u8
江西卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jxwshd/4000000/mnf.m3u8
江苏卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jswshd/4000000/mnf.m3u8
北京卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/bjwshd/4000000/mnf.m3u8
浙江卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/zjwshd/4000000/mnf.m3u8
广东卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/gdwshd/4000000/mnf.m3u8
深圳卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/szwshd/4000000/mnf.m3u8
湖南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnwshd/4000000/mnf.m3u8
湖北卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hbwshd/4000000/mnf.m3u8
浙江卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229352/index.m3u8
湖南卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228852/index.m3u8
江西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227209/index.m3u8?servicetype=1
江苏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227160/index.m3u8?servicetype=1
北京卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227246/index.m3u8?servicetype=1
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226895/index.m3u8?servicetype=1
浙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227193/index.m3u8?servicetype=1
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227164/index.m3u8?servicetype=1
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227242/index.m3u8?servicetype=1
湖南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227232/index.m3u8?servicetype=1
湖北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227111/index.m3u8?servicetype=1
4K,http://39.135.55.105:6610/PLTV/88888888/224/3221226887/index.m3u8?servicetype=1
纯享4K,http://39.135.55.105:6610/PLTV/88888888/224/3221226825/index.m3u8?servicetype=1
江苏卫视,http://39.134.66.4/PLTV/88888888/224/3221225503/index.m3u8
东方卫视,http://39.134.66.4/PLTV/88888888/224/3221225942/index.m3u8
浙江卫视,http://39.134.66.4/PLTV/88888888/224/3221225514/index.m3u8
湖南卫视,http://39.134.66.4/PLTV/88888888/224/3221225506/index.m3u8
体育频道,#genre#
CCTV16,http://tlivectfree-cdn.ysp.cctv.cn/6E2908B3C96BF69BB31C9665E9CA29F5D37D6AC8656C0B21F9A0759813C8FFCD1EB84C6DE4B271F905722DB50EF6290F949832CBF661F492A8F2B906F686A1679C8F3067D60FE0CC67A67E5512C3165BADBE0EDFF708DF7C55CD2682985B2B0670A0E49E44747A1740801E0C456B1CD4D948D75ABF099413ABE43D036F1F5AE8E7C04C3AA45F1F04EA8C6F4C645DD97C/2012375003.m3u8?from=player&svrtime=1647567945&pid=600001800&cdn=5505
劲爆体育,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000116&playtoken=ABCDEFGH&auth=no
NBA,http://iptv.tvfix.org/hls/nbatv.m3u8
五星体育频道,http://iptv.tvfix.org/hls/wxtyhd.m3u8
劲爆体育,http://iptv.tvfix.org/hls/jbtyhd.m3u8
CCTV16,http://iptv.tvfix.org/hls/cctv16hd.m3u8
CCTV5,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233115/index.m3u8
CCTV5+,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233107/index.m3u8
CCTV16,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233392/index.m3u8
北京纪实,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233044/index.m3u8
五星体育频道,http://112.25.48.11/live/program/live/ssty/4000000/mnf.m3u8
CCTV5,http://111.40.196.27/PLTV/88888888/224/3221225745/index.m3u8
CCTV5,http://111.40.196.9/PLTV/88888888/224/3221225559/index.m3u8
五星体育频道,http://111.40.196.9/PLTV/88888888/224/3221225503/index.m3u8
五星体育频道,http://111.40.196.25:80/PLTV/88888888/224/3221225503/index.m3u8
CCTV5,http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8
CCTV5+,http://39.134.67.226/PLTV/88888888/224/3221225507/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888888/224/3221225767/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV16,http://39.135.138.59:18890/PLTV/88888888/224/3221226233/index.m3u8
北京纪实,http://39.135.138.59:18890/PLTV/88888888/224/3221225676/index.m3u8
CCTV5,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5+,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv5phd/4000000/mnf.m3u8
五星体育频道,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
劲爆体育,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/4000000/mnf.m3u8
CCTV5,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
CCTV5+,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226221/index.m3u8
CCTV16,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/index.m3u8
北京纪实,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s6/index.m3u8?time=
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV5,http://117.148.179.175:80/PLTV/88888888/224/3221231702/index.m3u8
CCTV5+,http://117.148.179.175:80/PLTV/88888888/224/3221231459/index.m3u8
CCTV5,http://117.148.179.175/PLTV/88888888/224/3221231702/index.m3u8
CCTV5+,http://117.148.179.175/PLTV/88888888/224/3221231459/index.m3u8
CCTV5,http://140.207.241.2:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5+,http://140.207.241.2:8080/live/program/live/cctv5phd/4000000/mnf.m3u8
五星体育频道,http://140.207.241.2:8080/live/program/live/ssty/4000000/mnf.m3u8
劲爆体育,http://140.207.241.2:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
CCTV5,http://140.207.241.3:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5+,http://140.207.241.3:8080/live/program/live/cctv5phd/4000000/mnf.m3u8
五星体育频道,http://140.207.241.3:8080/live/program/live/ssty/4000000/mnf.m3u8
劲爆体育,http://140.207.241.3:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
CCTV5,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5+,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv5phd/4000000/mnf.m3u8
五星体育频道,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ssty/4000000/mnf.m3u8
劲爆体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
五星体育频道,http://140.207.241.2:8080/live/program/live/ssty/4000000/mnf.m3u8
劲爆体育,http://140.207.241.2:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
北京纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
NewTV超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8
NewTV超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV5,http://39.134.116.30:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5+,http://39.134.116.30:8080/PLTV/88888888/224/3221225627/index.m3u8
CCTV16,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
北京纪实,http://39.134.116.30:8080/PLTV/88888910/224/3221225676/index.m3u8
NewTV超级体育,http://39.134.116.30:8080/PLTV/88888910/224/3221225648/index.m3u8
NewTV精品体育,http://39.134.116.30:8080/PLTV/88888888/224/3221225709/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888888/224/3221225649/index.m3u8
NewTV超级体育,http://39.135.138.59:18890/PLTV/88888888/224/3221225767/index.m3u8
CCTV5,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv5/1.m3u8
CCTV16,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv16/1.m3u8
CCTV5,http://117.148.179.165/PLTV/88888888/224/3221231702/index.m3u8
CCTV5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226250/index.m3u8?fmt=ts2hls
CCTV5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225706/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
北京纪实,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225675/index.m3u8
NewTV精品体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225709/index.m3u8
NewTV超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225767/index.m3u8
CCTV5,http://117.169.120.140:8080/live/cctv-5/.m3u8
NewTV精品体育,http://117.169.120.140:8080/live/jtiyu/.m3u8
CCTV5+,http://183.207.249.14/PLTV/3/224/3221225604/index.m3u8
广东体育,http://livesec.mudu.tv/watch/gaz1e4.m3u8
广东体育,http://iptv.eatuo.com:9901/tsfile/live/1004_1.m3u8
杭州体育,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229316/index.m3u8
北京纪实,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000113
CCTV5,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000064
